Product ID*;Product Reference;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
3;AnyRidge Cover Screw;Height (mm):select:1;0.8:1;;AANCSF3508;;;;0;;1000;1;0;1;;;;0;1;0;0;0
3;AnyRidge Cover Screw;Height (mm):select:1;1.6:2;;AANCSF3516;;;;0;;1000;1;0;0;;;;0;1;0;0;0
3;AnyRidge Cover Screw;Height (mm):select:1;2.6:3;;AANCSF3526;;;;0;;1000;1;0;0;;;;0;1;0;0;0
4;AnyRidge Healing Abutment;Profile Diameter:select:1, Height (mm):select:2;4.0:1, 3:1;;AANHAF0403;;;;0;;1000;1;0;1;;;;0;1;0;0;0
4;AnyRidge Healing Abutment;Profile Diameter:select:1, Height (mm):select:2;4.0:1, 4:2;;AANHAF0404;;;;0;;1000;1;0;0;;;;0;1;0;0;0
4;AnyRidge Healing Abutment;Profile Diameter:select:1, Height (mm):select:2;4.0:1, 5:3;;AANHAF0405;;;;0;;1000;1;0;0;;;;0;1;0;0;0
4;AnyRidge Healing Abutment;Profile Diameter:select:1, Height (mm):select:2;4.0:1, 6:4;;AANHAF0406;;;;0;;1000;1;0;0;;;;0;1;0;0;0
4;AnyRidge Healing Abutment;Profile Diameter:select:1, Height (mm):select:2;4.0:1, 7:5;;AANHAF0407;;;;0;;1000;1;0;0;;;;0;1;0;0;0
4;AnyRidge Healing Abutment;Profile Diameter:select:1, Height (mm):select:2;5.0:1, 3:1;;AANHAF0503;;;;5;;1000;1;0;0;;;;0;1;0;0;0
4;AnyRidge Healing Abutment;Profile Diameter:select:1, Height (mm):select:2;5.0:1, 4:2;;AANHAF0504;;;;0;;1000;1;0;0;;;;0;1;0;0;0
4;AnyRidge Healing Abutment;Profile Diameter:select:1, Height (mm):select:2;5.0:1, 5:3;;AANHAF0505;;;;0;;1000;1;0;0;;;;0;1;0;0;0
