Product ID*;Product Reference;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;3.5:1, 7:1;;FANIHX3507C;;;;0;;1000;1;0;1;;1;http://local.shop.megagen.fr/img/import/products/FANIHX3507C.png;0;1;0;0;0
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;3.5:1, 8.5:2;;FANIHX3508C;;;;0;;1000;1;0;0;;;;0;1;0;0;0
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;3.5:1, 10:3;;FANIHX3510C;;;;0;;1000;1;0;0;;;;0;1;0;0;0
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;3.5:1, 11.5:4;;FANIHX3511C;;;;0;;1000;1;0;0;;;;0;1;0;0;0
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;3.5:1, 13:5;;FANIHX3513C;;;;0;;1000;1;0;0;;;;0;1;0;0;0
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;3.5:1, 15:6;;FANIHX3515C;;;;0;;1000;1;0;0;;;;0;1;0;0;0
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;4.0:1, 7:1;;FANIHX4007C;;;;0;;1000;1;0;0;;2;http://local.shop.megagen.fr/img/import/products/FANIHX4007C.png;0;1;0;0;0
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;4.0:1, 8.5:1;;FANIHX4008C;;;;0;;1000;1;0;0;;;;0;1;0;0;0
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;4.0:1, 10:1;;FANIHX4010C;;;;0;;1000;1;0;0;;;;0;1;0;0;0
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;4.0:1, 11.5:1;;FANIHX4011C;;;;0;;1000;1;0;0;;;;0;1;0;0;0
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;4.0:1, 13:1;;FANIHX4013C;;;;0;;1000;1;0;0;;;;0;1;0;0;0
2;AnyRidge Internal Fixture;Fixture Diameter (mm):select:1, Length (mm):select:2;4.0:1, 15:1;;FANIHX4015C;;;;0;;1000;1;0;0;;;;0;1;0;0;0
