ID;Active (0 /1);Name *;Categories (ID1,ID2...);Price in EUR;Tax rules ID;Wholesale price;On sale (0 /1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Product Code;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility (search|catalog|both|none);Additional shipping cost;Unity;Unit price;Short description (  Description );Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0  No, 1  Yes);Product available date;Product creation date;Show price (0  No, 1  Yes);Image URL;Delete existing images (0  No, 1  Yes);Feature(Name:Value:Position);Available online only (0  No, 1  Yes);Condition;Customizable (0  No, 1  Yes);Uploadable files (0  No, 1  Yes);Text fields (0  No, 1  Yes);Out of stock;ID  / Name of shop;Advanced stock management;Depends On Stock;Warehouse
93;1;AnyRidge Surgical Hand Driver 1.6 Hex;43;134.40;68;;0;;;;;TCMHDS1600;;;AnyRidge;;;;;;;;1000;;both;;;;;;;;;;TCMHDS1600;In Stock;;1;;;1;http://shop.megagen.fr/img/import/products/TCMHDS1600.png;1;;;new;;;;;;;;
94;1;AnyRidge Surgical Ratchet Wrench;43;134.40;68;;0;;;;;MRW040S;;;AnyRidge;;;;;;;;1000;;both;;;;;"• Used to exert more force than handpiece.
• No bearing system : No breakage and corrosion problems.
• Attaches to Ratchet Extension.
• Arrow laser marking indicates direction of force.";;;;;MRW040S;In Stock;;1;;;1;http://shop.megagen.fr/img/import/products/MRW040S.png;1;;;new;;;;;;;;
95;1;i-Gen Screw;51;134.40;68;;0;;;;;IA1810;;;AnyRidge;;;;;;;;1000;;both;;;;;"• Dentsply-Frident (Ankylos C/X Implant)
• Zimmer (TSV)
• Nobel Biocare (Nobel Replace Tapered Groovy)";;;;;IA1810;In Stock;;1;;;1;http://shop.megagen.fr/img/import/products/IA1810.png;1;;;new;;;;;;;;
96;1;i-Gen Cover Screw;51;134.40;68;;0;;;;;ICS3510;;;AnyRidge;;;;;;;;1000;;both;;;;- Use Hand Driver(1.2 Hex);;;;;;ICS3510;In Stock;;1;;;1;http://shop.megagen.fr/img/import/products/ICS3510.png;1;;;new;;;;;;;;
97;1;i-Gen Membrane;51;134.40;68;;0;;;;;IG1W4509;;;AnyRidge;;;;;;;;1000;;both;;;;;;;;;;IG1W4509;In Stock;;1;;;1;http://shop.megagen.fr/img/import/products/IG1W4509.png;1;;;new;;;;;;;;
98;1;MEG-TORQ / MEGA ISQ SmartPeg;44;114.00;68;;0;;;;;OSSTELL-AR67;;;AnyRidge;;;;;;;;1000;;both;;;;;"• Recommend torque : 8~10Ncm
• Uses Right Angled Driver (3.0 Hex Driver)";;;;;OSSTELL-AR67;In Stock;;1;;;1;http://shop.megagen.fr/img/import/products/OSSTELL-AR67.png;1;;;new;;;;;;;;
99;1;MEG-TORQ;44;3598.80;68;;0;;;;;MEG-TORQ;;;AnyRidge;;;;;;;;1000;;both;;;;;;;;;;MEG-TORQ;In Stock;;1;;;1;http://shop.megagen.fr/img/import/products/MEG-TORQ.png;1;;;new;;;;;;;;
100;1;MEG-TORQ / MEGA ISQ Right Angle Driver 3.0 Hex;44;134.40;68;;0;;;;;RDI30U;;;AnyRidge;;;;;;;;1000;;both;;;;;;;;;;RDI30U;In Stock;;1;;;1;http://shop.megagen.fr/img/import/products/RDI30U.png;1;;;new;;;;;;;;
101;1;MEGA ISQ;44;3598.80;68;;0;;;;;OSSTELL-ISQ;;;AnyRidge;;;;;;;;1000;;both;;;;;;;;;;OSSTELL-ISQ;In Stock;;1;;;1;http://shop.megagen.fr/img/import/products/OSSTELL-ISQ.png;1;;;new;;;;;;;;
102;1;911 Kit;45;3598.80;68;;0;;;;;KPSCS3000;;;AnyRidge;;;;;;;;1000;;both;;;;;;;;;;KPSCS3000;In Stock;;1;;;1;http://shop.megagen.fr/img/import/products/KPSCS3000.png;1;;;new;;;;;;;;
103;1;911 Fixture Removal Kit;45;3598.80;68;;0;;;;;KPSFS3000;;;AnyRidge;;;;;;;;1000;;both;;;;;;;;;;KPSFS3000;In Stock;;1;;;1;http://shop.megagen.fr/img/import/products/KPSFS3000.png;1;;;new;;;;;;;;
